Area,Perimeter,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Solidity,roundness,Compactness,Class
31107,640.594,214.64854850760176,184.96925258564636,0.5073658752968685,31423,0.7610461418016343,0.989943671832734,0.9525817569197088,0.9271631618638654,3
31158,642.626,216.4848362085624,183.64431215611992,0.5295142509507343,31492,0.7987592288761279,0.9893941318430076,0.9481190040168372,0.9200519802981556,3
31158,641.105,212.06697513850028,187.1929600683684,0.469924156725518,31474,0.7813134732566012,0.9899599669568532,0.9526231013453076,0.939218858231592,3
31178,636.8879999999999,212.97592517558783,186.56208823218967,0.4823522244603472,31520,0.7641104820723966,0.9891497461928934,0.9658995960258264,0.9355105126120185,3
31202,644.4539999999998,215.6406946984341,184.47168424549935,0.5178712232518864,31573,0.7791928878233942,0.9882494536471036,0.9440792434070276,0.924305534129939,3
31203,639.7819999999999,215.0677369521649,184.87487594412093,0.5109468292276196,31558,0.7629841549295775,0.9887508714113696,0.9579485417856513,0.926782809382055,3
31272,638.6659999999998,212.4503189491817,187.53593899411052,0.4698834942148054,31593,0.7703221992314514,0.9898395214129712,0.9634250363807546,0.9392376658964174,3
31335,635.011,216.79009228678305,184.1634402999053,0.5275867100642196,31599,0.7742772424017791,0.9916453052311782,0.976510834463214,0.9213623861864616,3
31374,636.401,219.86539400833308,182.00886369813333,0.5609945201182606,31604,0.7691968225948809,0.9927224401974434,0.973459862403212,0.9090402791060654,3
31530,638.857,213.7856543474257,188.06648234425188,0.4755356415256237,31791,0.7689493707930933,0.9917901292818724,0.9707927387403044,0.9372133911673683,3
31573,674.103,217.30702605854572,185.44825067084636,0.5212683904221279,32197,0.7569647566530808,0.9806193123582942,0.8731185069831213,0.9226547369772048,3
31675,657.431,236.75263210938377,171.2105591846093,0.6906782192904546,32009,0.7409356725146199,0.9895654347214846,0.9209289602324524,0.8482396224619057,3
31682,646.7209999999999,210.0456816267285,192.2484159476613,0.4028419735743838,32026,0.773184303006638,0.9892587272840816,0.9518938631075288,0.956197484655159,3
31703,656.3050000000001,215.708906739895,187.27244969027828,0.496263280854626,32093,0.7771105010295127,0.987847817281027,0.924908560143662,0.9314019909394656,3
31748,641.826,219.77651829981207,184.1151053119207,0.5460726275575238,32020,0.7755899741046562,0.9915053091817614,0.9684821560162404,0.9148122176312732,3
31768,650.9540000000001,220.95949485998423,183.29206807659327,0.558465259169797,32173,0.7776744186046511,0.9874118049295992,0.942104629800205,0.910201041175846,3
31821,649.681,213.73564520069317,189.9692019159781,0.4582865610047274,32168,0.7723543689320388,0.9892128823675702,0.9473781316557984,0.9417486679201496,3
31823,662.532,222.87268894663688,181.89469625782465,0.5778581503170483,32274,0.7748478207937668,0.9860259032038172,0.9110396196180288,0.9031684660631294,3
31915,640.718,216.3203615381557,188.0653069421294,0.4941383413794608,32184,0.7776559454191033,0.9916418095948296,0.9769466831984482,0.9318694700637616,3
31972,639.9739999999999,213.68748053289485,190.6449472933409,0.4517054385526524,32246,0.7722705314009661,0.9915028220554488,0.9809683770672504,0.9441932316015748,3
31992,640.338,212.8873637073701,191.48725365959243,0.4369684316743807,32258,0.7742122840133585,0.9917539835079672,0.980466376243067,0.9480382740643168,3
31994,654.535,212.17139608383616,192.4225317877729,0.4213023766282766,32391,0.7897413112164297,0.9877435089994134,0.9384532773909916,0.9512671411221948,3
32015,653.676,212.9299892784469,191.81013458378808,0.4342069402829724,32375,0.7618809642797649,0.9888803088803088,0.9415389488677878,0.948189147230393,3
32026,654.237,230.97906741915185,176.93180830415815,0.6428310650837523,32349,0.7794489875389408,0.990015147299762,0.9402478733620752,0.8742462647157668,3
32038,645.085,224.48232110792435,181.94086680683577,0.5857512998093428,32308,0.7705146705146705,0.991642936733936,0.9674786148012576,0.8997163518293564,3
32044,652.651,216.14714684546732,188.97054032596685,0.485443520101132,32395,0.778069153069153,0.9891649945979318,0.9453542294066802,0.9344991563757626,3
32057,642.0819999999999,215.91828527398093,189.3033869113692,0.4809714696790997,32301,0.7798049089007273,0.9924460543017244,0.9771286582334484,0.9356794155410167,3
32066,669.313,236.4366550480214,173.23089931478256,0.6805801720019645,32481,0.780878628482369,0.9872232997752532,0.8994895693843451,0.8545995244793649,3
32109,663.582,224.4723522891524,182.3644961999872,0.5830809437929368,32567,0.7676253317076669,0.9859366843737526,0.9163205998319498,0.9007527397288256,3
32114,648.566,222.65750737399864,183.8290361006732,0.5642361269313905,32393,0.7606708039224975,0.9913870280616184,0.9593915997137143,0.9081653292492684,3
32167,654.893,217.96051701714924,188.2047159446817,0.5043817530986666,32521,0.760593019956493,0.9891147258694382,0.9424964570592284,0.9285012856844254,3
32213,658.216,221.4811143381682,185.2954323699252,0.5477843665607328,32585,0.7629073512694202,0.9885837041583552,0.9343383323575636,0.91439521701537,3
32218,653.5949999999999,222.75607138109643,184.4046839490122,0.5609755664601539,32566,0.7544315653904695,0.9893140084750968,0.9477439021557724,0.9092321798465984,3
32233,665.4929999999999,221.23368370102665,185.5923728724366,0.5442895095369215,32710,0.7752044252044252,0.9854173035768878,0.9145840197365748,0.9157020209962408,3
32258,654.808,220.80403007890376,186.277755809551,0.5369189075061798,32612,0.7758056758056758,0.9891450999632038,0.945408163831568,0.9178395809691824,3
32262,652.4190000000001,222.69865627134516,184.5129928925483,0.5599415175975334,32563,0.7813135716361522,0.9907563799404232,0.9524626416520814,0.9100874094124694,3
32279,646.5559999999999,218.1816037965039,188.55314177232728,0.5031437256875972,32623,0.7901835985312118,0.989455292278454,0.9703259436875632,0.9291738213371452,3
32323,649.59,217.3714573797691,189.59131904829272,0.4891499670620391,32615,0.7848436285936286,0.991047064234248,0.9625933676235022,0.9332722943126625,3
32338,653.6020000000001,221.41134134396788,186.1362729792155,0.5415309049908621,32672,0.7824908655358482,0.9897771792360432,0.951253517768984,0.9164563288462434,3
32355,657.166,221.2796210000571,186.36040993884197,0.5391743277590498,32720,0.7837936046511628,0.9888447432762836,0.9414583159721268,0.917242865633898,3
32376,643.009,219.1300137300374,188.3004273920524,0.511456520670891,32608,0.7843023255813953,0.9928851815505396,0.9840087314607846,0.9265413140244152,3
32433,653.76,219.8366971119597,188.0092368240601,0.5182614078472965,32775,0.7693201764789601,0.9895652173913044,0.9535869437249884,0.9243755077275996,3
32514,649.012,221.4454898972538,187.1344231774471,0.534673643692279,32843,0.7849830999517141,0.9899826447035898,0.9700068736506544,0.9188051492202184,3
32518,651.651,221.26278537288945,187.2561106033458,0.532696426660149,32811,0.7589152352501867,0.9910700679650116,0.962284651111448,0.9196204016365046,3
32518,655.131,220.8211991933859,187.66558650582684,0.5270196045494587,32842,0.7940321832344395,0.9901345837646915,0.9520886553575952,0.9214594083135608,3
32578,657.571,227.03757399657496,182.84230572264613,0.5928139977174696,32901,0.7819220430107527,0.9901826692197806,0.9467797909622936,0.897055950343453,3
32615,664.7889999999999,218.146746288941,191.00227698353,0.4830951720494698,33016,0.8085628579220071,0.9878543736370244,0.9273839969932453,0.9341465430775536,3
32622,657.009,235.2708697635185,177.15818953259333,0.6580242878670918,32902,0.7793119923554707,0.9914898790347092,0.9496811325304296,0.8662478964364662,3
32698,653.0489999999999,225.0141906394872,185.143724263941,0.5683178518575858,32994,0.7676848308407485,0.9910286718797358,0.9634729275144156,0.9067879620625584,3
32729,656.6790000000001,214.2657206920077,194.79382504459105,0.4165284657127013,33066,0.769153036285016,0.989808262263352,0.9537539372263116,0.9527275664584394,3
32774,660.6139999999999,222.8700513011593,187.4792476531508,0.540717402508646,33120,0.7901538164810261,0.9895531400966184,0.9437213211191549,0.916575133968688,3
32795,651.03,225.2102520857285,185.60023120276543,0.5664155110218729,33091,0.7759926174814253,0.9910549696292044,0.9723340531397822,0.9073413853619952,3
32796,654.824,223.14536868852807,187.41926211421315,0.5427448780805344,33111,0.8008204527140869,0.9904865452568632,0.9611287424729658,0.9157514617297464,3
32799,653.7289999999999,219.9055494139476,190.1123396021284,0.5026015933646472,33087,0.7461779961779962,0.9912956750385348,0.9644394455020094,0.9292855232759788,3
32829,658.101,221.59949999341745,189.00262754141565,0.5220712625529795,33154,0.7897851661173527,0.990197261265609,0.9525382332252736,0.922603526196624,3
32849,664.105,230.7223075775402,181.7436855016809,0.6160383778822545,33245,0.7465681818181819,0.9880884343510302,0.9359626473375842,0.8863934725442876,3
32870,655.5120000000001,220.35816291977068,190.0206597669005,0.50635283368871,33198,0.781242572610163,0.990119886740165,0.961276389025118,0.9283799836325514,3
32885,659.728,227.0674036637465,184.5596932464388,0.5825470945127489,33225,0.7856699159021406,0.9897667419112114,0.9494626319364752,0.9011543599555504,3
32920,671.612,219.09313383325087,191.4622124806557,0.4861326292464825,33376,0.7779747134585844,0.9863374880153404,0.917134004436038,0.9344502943855982,3
32925,656.646,225.12817021691257,186.46152827800609,0.560364526908099,33252,0.7686830247706208,0.9901660050523275,0.959562001189692,0.909469438165153,3
32934,668.1969999999999,221.4087308303721,189.6018110515005,0.5164075045016255,33401,0.7767086458185934,0.9860183826831532,0.9269265082081328,0.9248739716494168,3
32947,668.2310000000001,209.6932927225293,200.2495993126508,0.2967208610813507,33336,0.7653193960511033,0.988330933525318,0.9271980328421906,0.9767388404681284,3
32951,688.2599999999999,226.64904622747105,185.5215754596959,0.5744478680874898,33524,0.7708016561790919,0.9829077675695024,0.8741247214764792,0.9037232657873722,3
32988,676.797,224.75170993516784,187.17729445701804,0.5535467409348023,33461,0.7666992051317808,0.9858641403424884,0.905000876844604,0.9118639525451768,3
33006,669.769,223.52774913974577,188.2429412080096,0.5392499943264328,33458,0.7570183486238532,0.9864905254348736,0.924597413774908,0.9171071135437032,3
33010,665.85,224.97125920643225,186.8900914943187,0.5566774242305662,33374,0.7915877317090717,0.989093306166477,0.9356266427048878,0.911277783099284,3
33013,652.684,223.78185388039773,188.0291423297052,0.5422238229570202,33289,0.7897846889952153,0.9917089729340022,0.9738429464115214,0.9161628722655488,3
33019,655.7030000000001,224.45021141449703,187.50262716286304,0.5496633180022981,33340,0.7643287037037036,0.9903719256148772,0.9650713855311084,0.913517767582578,3
33051,663.071,218.9513713810225,192.47394174678976,0.4766896754871177,33423,0.7779268464906087,0.988869939861772,0.9446575501990478,0.936913920556798,3
33058,655.511,224.44587881023983,187.8781611897244,0.5470872834381975,33320,0.7992746615087041,0.9921368547418968,0.9667773600396956,0.9140747482622098,3
33062,667.966,222.03914355777496,189.78134116275436,0.5190889903649489,33439,0.7786622703721149,0.9887257394060828,0.9311727781737044,0.9240385215503316,3
33078,659.4559999999999,235.560077511721,178.9312327601165,0.6503915309408315,33333,0.7877214707563346,0.992349923499235,0.9558229606771168,0.8712102817698397,3
33078,652.2139999999999,221.3869025189035,190.35481212557195,0.5105826184494583,33327,0.7724173360732299,0.9925285804302818,0.977167182774258,0.926985106922432,3
33089,663.915,217.3358221267277,194.20704885110243,0.4489030194588282,33466,0.7744102228047182,0.988734835355286,0.9433406398205416,0.9444208494032682,3
33090,653.809,228.4066750361445,184.6885547881269,0.5883652823668539,33352,0.7693559637293652,0.9921443991364836,0.9727580692442672,0.8986584269684228,3
33168,680.6210000000001,234.31554800768956,180.58275392822776,0.6372200519486502,33542,0.7612402744945033,0.9888498002504325,0.8997429641899918,0.8770282739445431,3
33171,654.3379999999999,222.2536490089382,190.36145322938464,0.5161380426665781,33429,0.7902372784448256,0.9922821502288433,0.9735631873621048,0.9246671764067166,3
33194,664.6579999999999,232.30854425480328,182.0856016640365,0.6210015723331219,33520,0.7736988089410997,0.99027446300716,0.944219534016819,0.8849519097226533,3
33236,660.788,210.85800248716703,200.9273673099068,0.3032730940431907,33611,0.7682847896440129,0.988842938323763,0.9565205816000192,0.9755945071290276,3
33248,660.0679999999999,230.96983467743988,183.429248655006,0.6076960241397734,33511,0.7876619838430741,0.9921518307421444,0.9589545683883136,0.8908048210234218,3
33251,658.962,217.45216297661577,194.98348254754376,0.4426935029413736,33565,0.7579439252336448,0.99064501713094,0.9622631012955074,0.9462233977613496,3
33276,704.4929999999999,234.7881383989337,180.7054960412874,0.6384618999550885,33857,0.759656652360515,0.9828395900404644,0.8425343484139729,0.8766867943138515,3
33316,670.587,229.2180829467945,185.279361525868,0.5887565614959352,33699,0.7826168663377966,0.988634677586872,0.931005952172734,0.8985300582609211,3
33325,674.433,223.82548417747665,189.7357063766869,0.5304841849822454,33701,0.7989690721649485,0.9888430610367644,0.9206666205850316,0.9203025083561246,3
33333,679.262,220.5312914414884,192.716705596529,0.4861513060050803,33834,0.7722407561857103,0.9851924100017734,0.9078406547292548,0.9341616617397196,3
33338,659.103,232.26379452556,182.9185091570857,0.6162553926930306,33639,0.7767474370922647,0.9910520526769524,0.9643680853766636,0.887040223231496,3
33344,661.5079999999999,225.3180560876322,188.66852597339377,0.5466776795258796,33692,0.7633524873514801,0.9896711385492104,0.9575409585064406,0.9144667353878656,3
33399,664.7009999999999,221.5599424837891,192.0898879263484,0.4983284148578757,33752,0.7614911080711354,0.9895413605119696,0.9499279440782308,0.9307446477325269,3
33421,654.804,219.54408232997923,194.0253903421218,0.4679308802233709,33691,0.7633851073549566,0.9919859903238254,0.9795049994230772,0.9396000777732112,3
33423,659.036,224.16805278239028,189.9810797379727,0.5308049734733923,33707,0.7729827239297856,0.991574450410894,0.9670234720394468,0.9202462458637308,3
33427,665.6099999999999,228.22318202970675,186.62586558856933,0.5755962414672151,33789,0.7544916937522571,0.989286454171476,0.9481293467990192,0.9039491562347224,3
33431,666.841,219.9074076589345,193.6804684520286,0.4736067086075595,33788,0.7887088022270979,0.989434118621996,0.9447450897337176,0.9381880224052692,3
33433,657.349,225.00251253121743,189.56601542545584,0.5386866213154292,33708,0.77680708194893,0.9918416992998694,0.972284134638382,0.9169705033213617,3
33446,656.077,224.2339337868441,190.256598567,0.5292375241215144,33713,0.7678145087235997,0.992080206448551,0.976437439959996,0.9202923588513096,3
33459,655.4139999999999,219.1299474401089,194.54310016003436,0.4602335771234295,33765,0.7863085166384659,0.990937361172812,0.9787942133227138,0.94191085778636,3
33468,659.987,224.45993890507265,189.9543463963861,0.5327497603712816,33748,0.7923295454545455,0.9917032120421952,0.9655368690791334,0.9196680501904536,3
33498,657.523,227.93807690878097,187.31605433833803,0.5697979371475652,33745,0.781494960806271,0.992680397095866,0.9736589142786524,0.9060405156697796,3
33538,658.2840000000001,227.51868144371295,187.9440519109388,0.5635823762705985,33800,0.7605161114764507,0.9922485207100592,0.9725690066380462,0.9082524485670512,3
33539,662.418,223.68353624973383,191.20060212160269,0.518987647749282,33915,0.7642648801385471,0.9889134601208904,0.9604963599997236,0.9238385788594996,3
33547,653.512,213.7540709486454,199.92570139022536,0.3538369940808258,33832,0.7835704108565156,0.991576022700402,0.9870892436642872,0.9668687173562496,3
33560,669.259,227.9361767583609,187.85659207596547,0.5663524882475807,33897,0.7398589065255732,0.9900581172375136,0.9415499742975526,0.9068861637001556,3
33576,666.3389999999999,224.58872530013895,190.4630177868087,0.5299123033067706,33927,0.7617923993193421,0.9896542576708816,0.9502729231562728,0.920622505001672,3
33583,657.754,221.7110512283511,192.9504090774704,0.4925595961499997,33868,0.7753024286637732,0.9915849769694106,0.9754440361381916,0.9326688302480206,3
33607,690.171,214.7652972149895,199.52414320153477,0.3699957627376703,34162,0.770802752293578,0.9837538785785376,0.8865968749868307,0.9631763824932792,3
33620,670.224,222.7760832906297,192.22603183104624,0.5054318014278295,34012,0.7832448047712236,0.9884746560037634,0.9405191059221096,0.9287211793545144,3
33623,659.4079999999999,217.37186200566785,197.08378273356783,0.4218481710050962,33918,0.7932384929341544,0.9913025532165812,0.9717127498335428,0.9518531776066904,3
33631,669.076,224.88940026130328,190.7533660295636,0.5296605896931015,34009,0.7628844932401778,0.9888852950689524,0.9440581402188102,0.9201443496082752,3
33639,663.03,224.662906420846,190.85310048234305,0.5275745600037568,33919,0.7862518698578908,0.9917450396532916,0.9615825694632484,0.9211815366935696,3
33717,664.3629999999999,231.62252548744868,185.6531262254702,0.5979503763979273,33985,0.7662257976547586,0.9921141680153008,0.9599484570508696,0.8945378672083794,3
33731,671.6959999999999,231.17201261989575,186.1264562201042,0.5930811477847272,34073,0.8032146684129063,0.9899627270859624,0.9394930171745406,0.896467219351412,3
33736,655.7289999999999,221.3902680478974,194.1359515628528,0.4806825293097854,33988,0.7868638335588002,0.9925856184535718,0.9859494974918116,0.9361454422686036,3
33794,665.826,218.99989395505636,196.577721811977,0.4407791167032513,34127,0.7777317499769861,0.9902423301198464,0.9579171831503972,0.9471765877360452,3
33809,669.3409999999999,230.24749713459664,187.1642997507299,0.5824268727609625,34143,0.7840677179962894,0.990217614152242,0.9483034553798266,0.9011068768756534,3
33824,656.3389999999999,220.753864836952,195.2815454499328,0.4663275549513679,34079,0.7884382284382284,0.992517386073535,0.9866847311746488,0.9400679067389164,3
33838,661.029,222.97351366726056,193.48363834104396,0.4970136919629081,34146,0.7821283284023669,0.990979909799098,0.9731359672425134,0.9309023459089276,3
33845,670.945,226.3816047704176,190.5214244802563,0.5401105065345906,34159,0.763926507764536,0.9908076934336484,0.9447796730477572,0.9169827888219404,3
33849,669.571,221.61048097811064,194.67134891468825,0.4778540055985195,34239,0.7862717770034843,0.9886094804170684,0.9487732593185922,0.9367801603316702,3
33858,664.4599999999999,234.33500135412973,184.13929158842225,0.6184869353613691,34142,0.7812543264571508,0.9916817995430848,0.9636814093270456,0.8860302470850837,3
33860,683.3149999999999,225.53501538521544,191.52116134487304,0.5280939874898085,34319,0.7751831501831502,0.9866254844255368,0.9112864422024723,0.9206288035568786,3
33864,662.8979999999999,221.2164258314313,195.06351782969685,0.4716668624373032,34167,0.7716004374772147,0.9911317938361576,0.9683998244245622,0.938656767905606,3
33866,668.4209999999999,230.93115856234263,186.8608750681744,0.5875846814914162,34171,0.7999338624338624,0.9910743027713558,0.9525188883534276,0.8991962290919425,3
33876,666.9659999999999,228.1491732215778,189.1647867751134,0.5590593418990917,34211,0.7882722513089006,0.9902078278916138,0.9569617899852102,0.910295135913322,3
33930,666.214,224.15096878128537,192.86056216026705,0.5096112598916206,34251,0.762729009778577,0.9906280108609968,0.9606522715113436,0.9272703408635636,3
33946,667.313,231.54253969433876,187.0289920993287,0.5895221873995569,34246,0.7912267207421393,0.9912398528295276,0.9579421876681036,0.8978805629446241,3
33946,668.564,234.7548449674828,184.293738484972,0.6194353825333868,34280,0.7615308686288585,0.9902567094515752,0.9543605874553164,0.8855942713990753,3
33961,690.353,238.19249889240356,181.6542972146811,0.6468272924384669,34379,0.7704051540311239,0.9878414148171848,0.8954635260436054,0.8730059698982365,3
33961,667.497,233.11383397158048,185.73329780606045,0.6043099029714659,34279,0.7711924063855394,0.9907231832900608,0.9578371946608222,0.8920254537248884,3
33969,666.3889999999999,222.36183258115275,194.7690371955832,0.4824738405585484,34260,0.7647058823529411,0.991506129597198,0.9612514033166444,0.935268259366488,3
33972,672.812,232.9882692518252,185.91562472779725,0.6027086746541983,34349,0.7856614246068455,0.9890244257474744,0.9430691144361364,0.8926507244471671,3
33993,669.092,219.750574680408,197.0923213620353,0.4422515836195334,34299,0.778228021978022,0.9910784570978746,0.9541742314155844,0.946716152533979,3
34004,659.963,229.0597505344207,189.1650396805996,0.5639151514160147,34277,0.7819707945268484,0.9920354756834028,0.9810715807244832,0.9083877724456574,3
34027,670.16,231.65770534003275,187.4123657141485,0.5878010252259568,34334,0.7785073670723895,0.9910584260499796,0.9520867478784444,0.898504258254166,3
34036,666.067,226.92801020670004,191.1104705915382,0.5392223692122651,34369,0.7538427464008859,0.9903110361081208,0.964078825789416,0.917352421575496,3
34051,677.272,227.62094579789556,190.6640036267308,0.5462254243503953,34502,0.7579015313390314,0.9869282940119414,0.9328536007679716,0.9147612748867632,3
34053,671.582,232.43614413293813,186.7914403235722,0.5951363260970111,34362,0.7439863669135479,0.9910075082940456,0.9487835524842172,0.895837186452823,3
34060,662.146,220.4383774233397,196.8822030130114,0.4497799339215969,34367,0.7890834955055138,0.9910670119591468,0.9762183975020567,0.9446918648358964,3
34082,668.346,230.62694695756085,188.39128290379577,0.5768276533790457,34364,0.8017407668783816,0.991793737632406,0.958809282221966,0.9032491166867306,3
34097,680.5949999999999,227.8191420136532,190.81017122854735,0.5463590100603352,34502,0.7622507377269069,0.9882615500550692,0.9250144672419244,0.914582594807124,3
34104,667.289,229.47873598019265,189.54404171042145,0.5637045608739751,34421,0.7984267453294002,0.9907905057958803,0.962470112304693,0.908061515189902,3
34130,666.585,235.54134778222695,184.7780344521473,0.6201511211669004,34392,0.7955154651189893,0.9923819492905328,0.9652394845922768,0.8850260371431166,3
34131,668.091,224.3380185576345,193.8042126797846,0.5036740854902436,34473,0.7706254233461278,0.9900791924114524,0.9609208885298932,0.929237410777734,3
34151,674.271,231.51360089503967,188.0356230220447,0.5833774257124232,34580,0.7504559738062276,0.987593984962406,0.943939861986964,0.9007002057507423,3
34151,662.1289999999999,226.5248185142711,192.2363363801511,0.5289827785945032,34389,0.7782107373985963,0.9930791822966646,0.9788768775073232,0.9205364309656004,3
34179,677.064,225.0605017425264,193.5928927942456,0.5099879303501837,34576,0.7780155243449955,0.9885180472003702,0.9369356647594376,0.9269054860843448,3
34191,661.403,223.98091490633587,194.4746730214493,0.4961015920037754,34445,0.7719801309550689,0.9926259253883002,0.982176064204513,0.9315366505172042,3
34207,668.737,228.03246867789173,191.4154535464156,0.5434802975676558,34515,0.7577308169413433,0.9910763436187164,0.9612008506823264,0.9151996896822944,3
34207,661.1379999999999,226.87351766047715,192.19470806825427,0.5313621952055784,34421,0.7742994250531939,0.9937828651114146,0.9834235685968524,0.9198748568081558,3
34220,677.5269999999999,233.18301931485547,186.95910424089843,0.5976329790268797,34577,0.7737529959752182,0.9896752176302166,0.9367779408657144,0.895154791296126,3
34222,671.9939999999999,223.2982637909043,195.23836810985165,0.4853157852341805,34576,0.7843325999266594,0.989761684405368,0.9523234097450136,0.9348079700582078,3
34239,666.439,232.68629338929807,187.72434612570663,0.5908654604031768,34510,0.7695540771374629,0.9921472037090698,0.9687464586502148,0.8973147233299231,3
34246,684.324,229.9085041896688,189.9911444177677,0.5631169810295429,34732,0.7795583883450945,0.9860071403892664,0.9189590803998924,0.908249044416946,3
34253,672.539,228.00427994341675,191.36853232101504,0.5436378245352474,34556,0.7928935185185185,0.9912316240305592,0.9516418464822548,0.9159280666250256,3
34254,668.704,223.968828567707,194.92918606396265,0.4924500720489869,34575,0.7753633030014939,0.9907158351409978,0.9626165305630868,0.9324447917631532,3
34276,689.6259999999999,229.5589772149625,190.41150657850127,0.5585563026546196,34738,0.7631133671742809,0.986700443318556,0.9056757611201464,0.9100302845628382,3
34291,671.5070000000001,230.6580670291873,189.6239312075756,0.569343532771492,34619,0.7820425104907863,0.9905254340102256,0.9556281312607998,0.9058921290128314,3
34313,671.844,220.93397542609213,198.103851952546,0.4427088844328233,34600,0.796975890741859,0.9917052023121388,0.9552821621713988,0.9460670070412068,3
34321,669.5310000000001,227.9958450811056,191.8273267135762,0.5404700458004247,34652,0.7874678781204112,0.9904478817961444,0.962118171113308,0.916870697678222,3
34327,677.3109999999999,231.158128342748,189.30437178706865,0.5738807890179418,34714,0.7935961160559473,0.9888517600967908,0.9403065389491094,0.9044067914862416,3
34333,665.6859999999999,229.2148642495168,190.871870066735,0.5536938732531718,34592,0.7790560471976401,0.9925127197039778,0.9736049442008282,0.91215398225325,3
34337,667.785,229.8067604630357,190.6295846378,0.5584751947549935,34583,0.8097967077024668,0.992886678425816,0.9676067589889394,0.9098576122517796,3
34390,680.24,245.01467084166453,178.9745100054243,0.682950706891803,34759,0.793932957798504,0.9893840444201502,0.9339372718587594,0.8540416632385753,3
34394,669.7620000000001,230.92113328533316,189.9052631604084,0.568936466343328,34730,0.7816818181818181,0.9903253671177656,0.963499611561409,0.9062180800293694,3
34395,665.156,231.71714714301183,189.18982594223945,0.5773895255996104,34638,0.7912353347135955,0.9929845834055084,0.976918090431799,0.9031180936491476,3
34397,678.85,229.77470216151104,190.9315939765517,0.5563451176699462,34776,0.7722027658045977,0.9891016793190708,0.9379566908279492,0.91077925633866,3
34410,684.481,232.45793613771897,188.93962927171376,0.5825559315582914,34802,0.8006980802792321,0.9887362795241652,0.9229363304514616,0.9004363482239177,3
34412,667.1990000000001,233.95898570626764,187.39829092479127,0.5986806829854633,34677,0.7874599542334096,0.99235804712057,0.971424393419318,0.8946852686162107,3
34421,678.034,232.4039146149295,189.14974745636025,0.5810278789964333,34762,0.7557082638096074,0.9901904378344168,0.9408716942086728,0.9007895969078896,3
34425,680.5029999999999,232.64566660027583,188.5544051452977,0.5857678246268502,34791,0.7589285714285714,0.9894800379408468,0.934165286025574,0.8999058318389898,3
34428,688.178,229.73249787327836,191.37907170333813,0.5531949859555542,34908,0.7777702473737717,0.986249570299072,0.9135242675416912,0.911356975047106,3
34441,675.683,228.6978290867147,191.91520308977303,0.543876990664141,34826,0.7908744374024066,0.988945041061276,0.9479809980295272,0.915652938797378,3
34443,684.507,234.60733000375532,187.5726238224903,0.6006430341201401,34874,0.7846500820120285,0.9876412226873889,0.9237512694303088,0.8926145632306624,3
34447,682.912,225.08741131352775,195.3291752838704,0.4969266706637361,34853,0.7457836281365693,0.9883510745129545,0.9281790908620908,0.930421109979852,3
34475,677.6759999999999,241.04318207553527,182.36911353669487,0.6538979603657228,34878,0.776463963963964,0.9884454383852284,0.9433436453566266,0.8691852440550901,3
34483,687.567,233.74072431538704,188.58786647936813,0.5907904653297025,35051,0.7406778932898015,0.9837950415109412,0.9166105621839156,0.896444062153926,3
34491,674.6569999999999,233.18283701023677,188.5763657413908,0.5882130239035973,34829,0.785850991114149,0.9902954434522956,0.9522469460133066,0.898693023978277,3
34503,678.2399999999999,236.54464120597964,185.8927694443016,0.618394789345927,34885,0.7477245145631068,0.9890497348430558,0.942540290079512,0.8860747780390612,3
